2,4,63728623878.7706,1,0.1396263,1,1,460.9128,455.2733,457.1194,459.8445
2,4,63728623884.5673,1,-0.06981317,1,2,466.709,461.5729,463.3776,465.9279
2,4,63728623894.856,0,-0.01745329,1,3,476.9979,467.3921,475.4796,476.2487
2,4,63728623900.6532,1,0.1396263,1,4,482.7948,477.8359,479.5902,481.9242
2,4,63728623906.4609,1,-0.1047198,0,5,488.6024,483.4726,485.3053,487.8515
2,4,63728623913.8724,0,0.1396263,3,6,496.0143,489.2513,493.4747,495.0523
2,4,63728623921.3382,1,0.1396263,3,7,503.4801,496.8036,498.5004,502.7211
2,4,63728623934.027,0,0.05235988,2,8,516.1689,504.2249,514.1089,515.4804
2,4,63728623940.953,1,0.1047198,2,9,523.0952,517.0271,518.9497,522.1148
2,4,63728623948.1675,0,0.05235988,1,10,530.3097,523.8884,525.8055,529.3668
2,4,63728623962.8398,1,0.01745329,2,11,544.9823,535.1028,544.0288,544.5369
2,4,63728623966.9641,1,-0.1047198,2,12,549.106,545.5576,547.4227,548.6194
2,4,63728623971.2986,1,-0.1047198,2,13,553.4404,549.8422,551.5341,552.963
2,4,63728623975.9429,1,-0.1396263,0,14,558.0851,554.0984,555.8918,557.5973
2,4,63728623985.0708,1,-0.05235988,1,15,567.2125,558.7039,566.2025,566.7139
2,4,63728623997.9837,1,-0.1047198,1,16,580.1258,567.8743,579.058,579.591
2,4,63728624007.4451,0,0,3,17,589.5876,580.9429,588.0934,588.8102
2,4,63728624014.2809,1,-0.1047198,1,18,596.4232,590.348,592.1112,595.436
2,4,63728624020.838,0,0.01745329,3,19,602.9797,597.0276,601.5823,602.1577
2,4,63728624028.7572,0,0.1047198,3,20,610.8996,603.8076,608.8585,610.14
2,4,63728624035.3975,1,0.1047198,1,21,617.54,611.6151,615.563,617.0568
2,4,63728624042.5026,1,-0.06981317,0,22,624.645,618.2719,623.054,624.2154
2,4,63728624046.7279,0,0.1047198,1,23,628.8702,625.2754,627.1032,628.3145
2,4,63728624052.5929,1,-0.01745329,2,24,634.735,629.7547,631.9031,633.8369
2,4,63728624058.061,1,-0.1047198,1,25,640.2031,635.3836,637.1155,639.4233
2,4,63728624065.2593,0,-0.05235988,0,26,647.401,640.7901,646.2437,646.8765
2,4,63728624069.6776,1,-0.1047198,2,27,651.8198,648.1618,650.0103,651.3857
2,4,63728624080.9924,0,-0.1396263,0,28,663.1343,653.4903,655.4735,661.2544
2,4,63728624086.951,1,0.1396263,2,29,669.0928,663.8892,665.7109,668.2792
2,4,63728624095.6179,0,0,3,30,677.7597,669.7198,675.7816,676.9601
2,4,63728624102.577,1,-0.05235988,0,31,684.7193,678.3952,683.4609,684.1942
2,4,63728624108.2624,0,-0.01745329,1,32,690.4048,685.357,687.8391,689.1826
2,4,63728624115.7662,1,0.1396263,2,33,697.9079,691.1427,695.89,697.3685
2,4,63728624123.5208,0,0.1396263,3,34,705.6625,698.5663,702.8044,704.7727
2,4,63728624131.0883,1,-0.01745329,1,35,713.2303,706.4339,711.9702,712.7475
2,4,63728624137.8811,0,0.1047198,3,36,720.0234,713.8012,717.8555,719.4722
2,4,63728624142.1725,1,-0.05235988,0,37,724.3144,720.6866,723.2401,723.7924
2,4,63728624148.2167,0,0.1396263,2,38,730.3589,724.8639,726.6423,729.4943
2,4,63728624153.4995,1,0.06981317,2,39,735.6414,731.0973,733.2073,734.8937
2,4,63728624157.4156,1,-0.1396263,0,40,739.5576,736.201,738.0329,739.136
2,4,63728624163.3915,0,0.06981317,3,41,745.5333,740.1415,743.9182,744.9565
2,4,63728624167.8812,1,-0.1047198,1,42,750.0231,746.1608,747.9393,749.527
2,4,63728624177.3712,1,-0.06981317,0,43,759.5132,751.32,758.3051,758.9052
2,4,63728624181.3548,0,0,3,44,763.4971,760.1817,762.5392,762.9774
2,4,63728624188.2017,1,-0.01745329,1,45,770.3436,764.125,769.1861,769.8239
2,4,63728624195.0846,0,-0.05235988,0,46,777.2268,770.963,775.9832,776.5981
2,4,63728624207.7284,1,-0.01745329,1,47,789.8702,777.8978,784.8035,788.3779
2,4,63728624213.6104,0,0,1,48,795.7521,790.605,793.1403,794.4575
2,4,63728624219.6675,1,-0.1047198,0,49,801.8096,796.4281,798.6596,801.3307
2,4,63728624248.7159,0,-0.05235988,2,50,830.8585,802.3764,804.9195,805.7125
2,4,63728624254.76,0,-0.01745329,1,51,836.902,831.7352,834.0472,835.7382
2,4,63728624259.9899,1,0,2,52,842.132,837.576,840.5288,841.5106
2,4,63728624267.0701,1,-0.1047198,1,53,849.2121,843.0511,845.3005,848.5653
2,4,63728624272.025,0,0.06981317,1,54,854.1667,849.9064,851.8106,853.512
2,4,63728624301.6714,1,-0.1396263,2,55,883.8136,879.7941,881.7702,883.3616
2,4,63728624312.1283,0,-0.01745329,0,56,894.2707,886.2833,892.9658,893.6357
2,4,63728624315.9351,1,-0.1396263,2,57,898.0774,894.8988,896.6165,897.6514
2,4,63728624319.9116,1,-0.06981317,1,58,902.0533,898.6748,900.3197,901.6443
2,4,63728624326.8479,0,-0.01745329,1,59,908.9897,902.671,907.4951,908.3851
2,4,63728624331.394,1,-0.1396263,0,60,913.5361,909.6535,911.5286,913.0877
2,4,63728624336.5252,0,0.01745329,2,61,918.6672,914.2838,916.858,917.7308
2,4,63728624341.1236,1,-0.1396263,1,62,923.2654,919.4034,921.2471,922.7091
2,4,63728624345.3576,0,0.06981317,2,63,927.4993,923.8584,926.0759,926.9486
2,4,63728624350.745,1,-0.01745329,1,64,932.8868,928.1834,931.1119,932.0915
2,4,63728624359.9913,1,-0.05235988,2,65,942.1332,933.5241,936.001,941.2054
2,4,63728624367.832,0,0.1396263,3,66,949.9738,942.9475,948.2313,949.3891
2,4,63728624376.1286,1,0.05235988,3,67,958.2705,950.7133,957.1934,957.691
2,4,63728624380.2644,0,0.1396263,2,68,962.4067,958.8435,960.7095,961.8663
2,4,63728624384.54,1,0.01745329,3,69,966.6819,963.0431,965.764,966.2274
2,4,63728624388.6287,0,0.01745329,3,70,970.7711,967.2854,969.7462,970.2554
2,4,63728624393.4646,1,-0.06981317,0,71,975.6064,971.4539,974.3569,975.1331
2,4,63728624400.2772,0,0.05235988,2,72,982.4189,976.1987,981.242,981.9472
2,4,63728624405.2479,1,-0.05235988,0,73,987.39,983.0956,986.0358,986.8264
2,4,63728624409.816,1,-0.1396263,1,74,991.9583,988.0086,989.8685,991.4932
2,4,63728624416.3883,0,0.05235988,1,75,998.5305,992.5221,996.5297,997.9069
2,4,63728624421.1348,0,0.1047198,2,76,1003.277,999.2576,1001.175,1002.742
2,4,63728624425.9116,1,0.06981317,1,77,1008.053,1003.922,1005.849,1007.504
2,4,63728624430.571,1,-0.1396263,0,78,1012.713,1008.674,1010.605,1012.161
2,4,63728624435.7121,1,-0.1396263,1,79,1017.854,1013.316,1015.417,1017.093
2,4,63728624441.8865,1,-0.06981317,1,80,1024.029,1018.677,1021.633,1023.187
2,4,63728624446.5641,0,0.01745329,1,81,1028.707,1024.636,1027.283,1028.167
2,4,63728624451.1885,0,0.05235988,1,82,1033.33,1029.427,1031.389,1032.8
2,4,63728624456.2035,1,0.05235988,2,83,1038.346,1033.995,1035.918,1037.715
2,4,63728624461.5696,0,0.06981317,3,84,1043.712,1038.966,1041.57,1043.131
2,4,63728624466.4722,1,-0.05235988,0,85,1048.614,1044.481,1046.638,1048.08
2,4,63728624471.3275,1,-0.05235988,1,86,1053.469,1049.318,1052.153,1052.9
2,4,63728624475.7987,0,-0.06981317,0,87,1057.941,1054.154,1056.706,1057.346
2,4,63728624480.6102,0,0.1047198,2,88,1062.753,1058.647,1060.741,1062.176
2,4,63728624486.7189,1,0.06981317,3,89,1068.861,1063.46,1067.183,1068.439
2,4,63728624493.1984,0,0.06981317,3,90,1075.341,1069.513,1074.391,1074.836
2,4,63728624506.9966,0,0.01745329,2,91,1089.139,1075.989,1087.951,1088.489
2,4,63728624511.7325,1,0.01745329,2,92,1093.874,1089.83,1092.31,1093.085
2,4,63728624516.4111,0,0.05235988,1,93,1098.553,1094.466,1096.879,1097.752
2,4,63728624521.1105,1,0.05235988,2,94,1103.252,1099.245,1101.165,1102.613
2,4,63728624528.9108,1,0.05235988,3,95,1111.052,1103.859,1109.607,1110.347
2,4,63728624536.303,1,-0.06981317,0,96,1118.445,1111.634,1116.854,1117.816
2,4,63728624547.6764,0,0.01745329,3,97,1129.819,1119.209,1127.529,1128.578
2,4,63728624554.5809,1,0.01745329,1,98,1136.724,1130.62,1135.697,1136.268
2,4,63728624560.7749,0,0.1047198,2,99,1142.917,1137.345,1141.221,1142.367
2,4,63728624566.8615,1,0.06981317,3,100,1149.003,1143.6,1147.44,1148.612
2,4,63728624573.4288,0,0.06981317,2,101,1155.571,1149.645,1153.78,1154.921
2,4,63728624579.4704,1,0,3,102,1161.613,1156.292,1159.482,1161.157
2,4,63728624592.0495,0,0.1047198,3,103,1174.191,1162.238,1164.23,1166.935
2,4,63728624596.5629,1,-0.06981317,2,104,1178.705,1175.02,1177.265,1178.238
2,4,63728624601.0417,0,0.1047198,1,105,1183.184,1179.389,1181.347,1182.591
2,4,63728624607.7983,1,-0.06981317,0,106,1189.94,1183.903,1188.854,1189.43
2,4,63728624615.6538,0,0,2,107,1197.795,1190.492,1196.039,1197.201
2,4,63728624622.8059,1,0,1,108,1204.948,1198.567,1202.311,1204.283
2,4,63728624629.3894,0,0,2,109,1211.531,1205.569,1207.547,1210.861
2,4,63728624635.7416,1,0,3,110,1217.884,1212.308,1216.833,1217.351
